Filepath,Filename,MassIVE,Taxaname_file,Taxa_NCBI,ReDU_Availability,Blank,QC,file_usi
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F4.mzXML,MSV000079839/cupanii_F4.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F4
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F5.mzXML,MSV000079839/cupanii_F5.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F5
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F6.mzXML,MSV000079839/cupanii_F6.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F6
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F7.mzXML,MSV000079839/cupanii_F7.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F7
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F8.mzXML,MSV000079839/cupanii_F8.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F8
MSV000079839/ccms_peak/Samples/Fractions/cupanii_F9.mzXML,MSV000079839/cupanii_F9.mzXML,MSV000079839,Euphorbia pithyusa,1087776,No,No,No,mzspec:MSV000079839:cupanii_F9
MSV000079856/peak/LF-015-O.mzXML,MSV000079856/LF-015-O.mzXML,MSV000079856,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079856:LF-015-O
MSV000079856/peak/LF3-10-G.mzXML,MSV000079856/LF3-10-G.mzXML,MSV000079856,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079856:LF3-10-G
MSV000079856/peak/LF3-10-H.mzXML,MSV000079856/LF3-10-H.mzXML,MSV000079856,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079856:LF3-10-H
MSV000079856/peak/LF3-10-I.mzXML,MSV000079856/LF3-10-I.mzXML,MSV000079856,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079856:LF3-10-I
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B08T32-1_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B08T32-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B08T32-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B08T32-2_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B08T32-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B08T32-2_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B16T32-1_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B16T32-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B16T32-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B16T32-2_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B16T32-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B16T32-2_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B20T32-1_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B20T32-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B20T32-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/SuaS MEK B20T32-2_AUTOMSMS.mzXML,MSV000080214/SuaS MEK B20T32-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:SuaS MEK B20T32-2_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B11T03-1_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B11T03-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B11T03-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B11T03-2_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B11T03-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B11T03-2_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B11T15-1_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B11T15-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B11T15-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B11T15-2_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B11T15-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B11T15-2_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B14T03-1_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B14T03-1_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B14T03-1_AUTOMSMS
MSV000080214/ccms_peak/2016-09-26/ivoS LIBR B14T03-2_AUTOMSMS.mzXML,MSV000080214/ivoS LIBR B14T03-2_AUTOMSMS.mzXML,MSV000080214,Erythrophleum,53876,No,No,No,mzspec:MSV000080214:ivoS LIBR B14T03-2_AUTOMSMS
MSV000080502/ccms_peak/E_dendroides_mzML/140221_Blanc14.mzML,MSV000080502/140221_Blanc14.mzML,MSV000080502,Blank,Blank,No,Yes,No,mzspec:MSV000080502:140221_Blanc14
MSV000080502/ccms_peak/E_dendroides_mzML/140221_Blanc5.mzML,MSV000080502/140221_Blanc5.mzML,MSV000080502,Blank,Blank,No,Yes,No,mzspec:MSV000080502:140221_Blanc5
MSV000080502/ccms_peak/E_dendroides_mzML/140221_Blanc8.mzML,MSV000080502/140221_Blanc8.mzML,MSV000080502,Blank,Blank,No,Yes,No,mzspec:MSV000080502:140221_Blanc8
MSV000080502/ccms_peak/E_dendroides_mzML/140221_LF420101_4.mzML,MSV000080502/140221_LF420101_4.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_LF420101_4
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_10.mzML,MSV000080502/140221_ME_14_10.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_10
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_11.mzML,MSV000080502/140221_ME_14_11.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_11
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_12.mzML,MSV000080502/140221_ME_14_12.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_12
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_13.mzML,MSV000080502/140221_ME_14_13.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_13
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_14.mzML,MSV000080502/140221_ME_14_14.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_14
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_15.mzML,MSV000080502/140221_ME_14_15.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_15
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_16.mzML,MSV000080502/140221_ME_14_16.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_16
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_17.mzML,MSV000080502/140221_ME_14_17.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_17
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_5.mzML,MSV000080502/140221_ME_14_5.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_5
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_6.mzML,MSV000080502/140221_ME_14_6.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_6
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_7.mzML,MSV000080502/140221_ME_14_7.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_7
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_8.mzML,MSV000080502/140221_ME_14_8.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_8
MSV000080502/ccms_peak/E_dendroides_mzML/140221_ME_14_9.mzML,MSV000080502/140221_ME_14_9.mzML,MSV000080502,Euphorbia dendroides,38845,Yes,No,No,mzspec:MSV000080502:140221_ME_14_9
MSV000080553/peak/Rosumarinus/1BA10_Z3_Leave1_Rosumarinus_BA10_01_26644.mzXML,MSV000080553/1BA10_Z3_Leave1_Rosumarinus_BA10_01_26644.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA10_Z3_Leave1_Rosumarinus_BA10_01_26644
MSV000080553/peak/Rosumarinus/1BA11_Z3_Leave2_Rosumarinus_BA11_01_26645.mzXML,MSV000080553/1BA11_Z3_Leave2_Rosumarinus_BA11_01_26645.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA11_Z3_Leave2_Rosumarinus_BA11_01_26645
MSV000080553/peak/Rosumarinus/1BA12_Z3_1_Rosumarinus_BA12_01_26646.mzXML,MSV000080553/1BA12_Z3_1_Rosumarinus_BA12_01_26646.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA12_Z3_1_Rosumarinus_BA12_01_26646
MSV000080553/peak/Rosumarinus/1BA1_Blank_Resuspension_Rosuma_BA1_01_26634.mzXML,MSV000080553/1BA1_Blank_Resuspension_Rosuma_BA1_01_26634.mzXML,MSV000080553,Blank,Blank,No,Yes,No,mzspec:MSV000080553:1BA1_Blank_Resuspension_Rosuma_BA1_01_26634
MSV000080553/peak/Rosumarinus/1BA1_Z4_end_blank_10uL_BA1_01_26656.mzXML,MSV000080553/1BA1_Z4_end_blank_10uL_BA1_01_26656.mzXML,MSV000080553,Blank,Blank,No,Yes,No,mzspec:MSV000080553:1BA1_Z4_end_blank_10uL_BA1_01_26656
MSV000080553/peak/Rosumarinus/1BA1_Z4_end_blank_10uL_BA1_01_26688.mzXML,MSV000080553/1BA1_Z4_end_blank_10uL_BA1_01_26688.mzXML,MSV000080553,Blank,Blank,No,Yes,No,mzspec:MSV000080553:1BA1_Z4_end_blank_10uL_BA1_01_26688
MSV000080553/peak/Rosumarinus/1BA2_Z1_Leave1_Rosumarinus_BA2_01_26635.mzXML,MSV000080553/1BA2_Z1_Leave1_Rosumarinus_BA2_01_26635.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA2_Z1_Leave1_Rosumarinus_BA2_01_26635
MSV000080553/peak/Rosumarinus/1BA3_Z1_Leave2_Rosumarinus_BA3_01_26636.mzXML,MSV000080553/1BA3_Z1_Leave2_Rosumarinus_BA3_01_26636.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA3_Z1_Leave2_Rosumarinus_BA3_01_26636
MSV000080553/peak/Rosumarinus/1BA4_Z1_1_Rosumarinus_BA4_01_26637.mzXML,MSV000080553/1BA4_Z1_1_Rosumarinus_BA4_01_26637.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA4_Z1_1_Rosumarinus_BA4_01_26637
MSV000080553/peak/Rosumarinus/1BA5_Z1_2_Rosumarinus_BA5_01_26638.mzXML,MSV000080553/1BA5_Z1_2_Rosumarinus_BA5_01_26638.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA5_Z1_2_Rosumarinus_BA5_01_26638
MSV000080553/peak/Rosumarinus/1BA6_Z2_Leave1_Rosumarinus_BA6_01_26639.mzXML,MSV000080553/1BA6_Z2_Leave1_Rosumarinus_BA6_01_26639.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA6_Z2_Leave1_Rosumarinus_BA6_01_26639
MSV000080553/peak/Rosumarinus/1BA7_Z2_Leave2_Rosumarinus_BA7_01_26640.mzXML,MSV000080553/1BA7_Z2_Leave2_Rosumarinus_BA7_01_26640.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA7_Z2_Leave2_Rosumarinus_BA7_01_26640
MSV000080553/peak/Rosumarinus/1BA8_Z2_1_Rosumarinus_BA8_01_26641.mzXML,MSV000080553/1BA8_Z2_1_Rosumarinus_BA8_01_26641.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA8_Z2_1_Rosumarinus_BA8_01_26641
MSV000080553/peak/Rosumarinus/1BA9_Z2_2_Rosumarinus_BA9_01_26642.mzXML,MSV000080553/1BA9_Z2_2_Rosumarinus_BA9_01_26642.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BA9_Z2_2_Rosumarinus_BA9_01_26642
MSV000080553/peak/Rosumarinus/1BB10_Z5_1_Rosumarinus_BB10_01_26661.mzXML,MSV000080553/1BB10_Z5_1_Rosumarinus_BB10_01_26661.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB10_Z5_1_Rosumarinus_BB10_01_26661
MSV000080553/peak/Rosumarinus/1BB11_Z5_2_Rosumarinus_BB11_01_26662.mzXML,MSV000080553/1BB11_Z5_2_Rosumarinus_BB11_01_26662.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB11_Z5_2_Rosumarinus_BB11_01_26662
MSV000080553/peak/Rosumarinus/1BB12_Z5_Flower1_Rosumarinus_BB12_01_26663.mzXML,MSV000080553/1BB12_Z5_Flower1_Rosumarinus_BB12_01_26663.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB12_Z5_Flower1_Rosumarinus_BB12_01_26663
MSV000080553/peak/Rosumarinus/1BB1_Z3_2_Rosumarinus_BB1_01_26647.mzXML,MSV000080553/1BB1_Z3_2_Rosumarinus_BB1_01_26647.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB1_Z3_2_Rosumarinus_BB1_01_26647
MSV000080553/peak/Rosumarinus/1BB2_Z4_Leave1_Rosumarinus_BB2_01_26648.mzXML,MSV000080553/1BB2_Z4_Leave1_Rosumarinus_BB2_01_26648.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB2_Z4_Leave1_Rosumarinus_BB2_01_26648
MSV000080553/peak/Rosumarinus/1BB3_Z4_Leave2_Rosumarinus_BB3_01_26649.mzXML,MSV000080553/1BB3_Z4_Leave2_Rosumarinus_BB3_01_26649.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB3_Z4_Leave2_Rosumarinus_BB3_01_26649
MSV000080553/peak/Rosumarinus/1BB4_Z4_1_Rosumarinus_BB4_01_26650.mzXML,MSV000080553/1BB4_Z4_1_Rosumarinus_BB4_01_26650.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB4_Z4_1_Rosumarinus_BB4_01_26650
MSV000080553/peak/Rosumarinus/1BB5_Z4_2_Rosumarinus_BB5_01_26651.mzXML,MSV000080553/1BB5_Z4_2_Rosumarinus_BB5_01_26651.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB5_Z4_2_Rosumarinus_BB5_01_26651
MSV000080553/peak/Rosumarinus/1BB6_Z4_Flower1_Rosumarinus_BB6_01_26652.mzXML,MSV000080553/1BB6_Z4_Flower1_Rosumarinus_BB6_01_26652.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB6_Z4_Flower1_Rosumarinus_BB6_01_26652
MSV000080553/peak/Rosumarinus/1BB7_Z4_Flower2_Rosumarinus_BB7_01_26653.mzXML,MSV000080553/1BB7_Z4_Flower2_Rosumarinus_BB7_01_26653.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB7_Z4_Flower2_Rosumarinus_BB7_01_26653
MSV000080553/peak/Rosumarinus/1BB8_Z5_Leave1_Rosumarinus_BB8_01_26659.mzXML,MSV000080553/1BB8_Z5_Leave1_Rosumarinus_BB8_01_26659.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB8_Z5_Leave1_Rosumarinus_BB8_01_26659
MSV000080553/peak/Rosumarinus/1BB9_Z5_Leave2_Rosumarinus_BB9_01_26660.mzXML,MSV000080553/1BB9_Z5_Leave2_Rosumarinus_BB9_01_26660.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BB9_Z5_Leave2_Rosumarinus_BB9_01_26660
MSV000080553/peak/Rosumarinus/1BC10_Z7_1_Rosumarinus_BC10_01_26674.mzXML,MSV000080553/1BC10_Z7_1_Rosumarinus_BC10_01_26674.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC10_Z7_1_Rosumarinus_BC10_01_26674
MSV000080553/peak/Rosumarinus/1BC11_Z7_2_Rosumarinus_BC11_01_26675.mzXML,MSV000080553/1BC11_Z7_2_Rosumarinus_BC11_01_26675.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC11_Z7_2_Rosumarinus_BC11_01_26675
MSV000080553/peak/Rosumarinus/1BC12_Z8_Leave1_Rosumarinus_BC12_01_26677.mzXML,MSV000080553/1BC12_Z8_Leave1_Rosumarinus_BC12_01_26677.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC12_Z8_Leave1_Rosumarinus_BC12_01_26677
MSV000080553/peak/Rosumarinus/1BC1_Z5_Flower2_Rosumarinus_BC1_01_26664.mzXML,MSV000080553/1BC1_Z5_Flower2_Rosumarinus_BC1_01_26664.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC1_Z5_Flower2_Rosumarinus_BC1_01_26664
MSV000080553/peak/Rosumarinus/1BC2_Z6_Leave1_Rosumarinus_BC2_01_26666.mzXML,MSV000080553/1BC2_Z6_Leave1_Rosumarinus_BC2_01_26666.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC2_Z6_Leave1_Rosumarinus_BC2_01_26666
MSV000080553/peak/Rosumarinus/1BC3_Z6_Leave2_Rosumarinus_BC3_01_26667.mzXML,MSV000080553/1BC3_Z6_Leave2_Rosumarinus_BC3_01_26667.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC3_Z6_Leave2_Rosumarinus_BC3_01_26667
MSV000080553/peak/Rosumarinus/1BC4_Z6_1_Rosumarinus_BC4_01_26668.mzXML,MSV000080553/1BC4_Z6_1_Rosumarinus_BC4_01_26668.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC4_Z6_1_Rosumarinus_BC4_01_26668
MSV000080553/peak/Rosumarinus/1BC5_Z6_2_Rosumarinus_BC5_01_26669.mzXML,MSV000080553/1BC5_Z6_2_Rosumarinus_BC5_01_26669.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC5_Z6_2_Rosumarinus_BC5_01_26669
MSV000080553/peak/Rosumarinus/1BC6_Z6_Flower1_Rosumarinus_BC6_01_26670.mzXML,MSV000080553/1BC6_Z6_Flower1_Rosumarinus_BC6_01_26670.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC6_Z6_Flower1_Rosumarinus_BC6_01_26670
MSV000080553/peak/Rosumarinus/1BC7_Z6_Flower2_Rosumarinus_BC7_01_26671.mzXML,MSV000080553/1BC7_Z6_Flower2_Rosumarinus_BC7_01_26671.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC7_Z6_Flower2_Rosumarinus_BC7_01_26671
MSV000080553/peak/Rosumarinus/1BC8_Z7_Leave1_Rosumarinus_BC8_01_26672.mzXML,MSV000080553/1BC8_Z7_Leave1_Rosumarinus_BC8_01_26672.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC8_Z7_Leave1_Rosumarinus_BC8_01_26672
MSV000080553/peak/Rosumarinus/1BC9_Z7_Leave2_Rosumarinus_BC9_01_26673.mzXML,MSV000080553/1BC9_Z7_Leave2_Rosumarinus_BC9_01_26673.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BC9_Z7_Leave2_Rosumarinus_BC9_01_26673
MSV000080553/peak/Rosumarinus/1BD1_Z8_Leave2_Rosumarinus_BD1_01_26678.mzXML,MSV000080553/1BD1_Z8_Leave2_Rosumarinus_BD1_01_26678.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD1_Z8_Leave2_Rosumarinus_BD1_01_26678
MSV000080553/peak/Rosumarinus/1BD2_Z8_1_Rosumarinus_BD2_01_26679.mzXML,MSV000080553/1BD2_Z8_1_Rosumarinus_BD2_01_26679.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD2_Z8_1_Rosumarinus_BD2_01_26679
MSV000080553/peak/Rosumarinus/1BD3_Z8_2_Rosumarinus_BD3_01_26680.mzXML,MSV000080553/1BD3_Z8_2_Rosumarinus_BD3_01_26680.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD3_Z8_2_Rosumarinus_BD3_01_26680
MSV000080553/peak/Rosumarinus/1BD4_Z9_Leave1_Rosumarinus_BD4_01_26681.mzXML,MSV000080553/1BD4_Z9_Leave1_Rosumarinus_BD4_01_26681.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD4_Z9_Leave1_Rosumarinus_BD4_01_26681
MSV000080553/peak/Rosumarinus/1BD5_Z9_Leave2_Rosumarinus_BD5_01_26682.mzXML,MSV000080553/1BD5_Z9_Leave2_Rosumarinus_BD5_01_26682.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD5_Z9_Leave2_Rosumarinus_BD5_01_26682
MSV000080553/peak/Rosumarinus/1BD6_Z9_1_Rosumarinus_BD6_01_26683.mzXML,MSV000080553/1BD6_Z9_1_Rosumarinus_BD6_01_26683.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD6_Z9_1_Rosumarinus_BD6_01_26683
MSV000080553/peak/Rosumarinus/1BD7_Z9_2_Rosumarinus_BD7_01_26684.mzXML,MSV000080553/1BD7_Z9_2_Rosumarinus_BD7_01_26684.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD7_Z9_2_Rosumarinus_BD7_01_26684
MSV000080553/peak/Rosumarinus/1BD8_Z10_1_Rosumarinus_BD8_01_26685.mzXML,MSV000080553/1BD8_Z10_1_Rosumarinus_BD8_01_26685.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD8_Z10_1_Rosumarinus_BD8_01_26685
MSV000080553/peak/Rosumarinus/1BD9_Z10_2_Rosumarinus_BD9_01_26686.mzXML,MSV000080553/1BD9_Z10_2_Rosumarinus_BD9_01_26686.mzXML,MSV000080553,Salvia rosmarinus,39367,No,No,No,mzspec:MSV000080553:1BD9_Z10_2_Rosumarinus_BD9_01_26686
MSV000080946/raw/raw/MTBLS203/102-4 Ms 25min _GE3_01_4168.cdf,MSV000080946/102-4 Ms 25min _GE3_01_4168.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4 Ms 25min _GE3_01_4168
MSV000080946/raw/raw/MTBLS203/102-4 MsMs 25min 20eV_GE3_01_4124.cdf,MSV000080946/102-4 MsMs 25min 20eV_GE3_01_4124.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4 MsMs 25min 20eV_GE3_01_4124
MSV000080946/raw/raw/MTBLS203/102-4 MsMs 25min 30eV_GE3_01_4125.cdf,MSV000080946/102-4 MsMs 25min 30eV_GE3_01_4125.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4 MsMs 25min 30eV_GE3_01_4125
MSV000080946/raw/raw/MTBLS203/102-4 MsMs 25min 40eV_GE3_01_4126.cdf,MSV000080946/102-4 MsMs 25min 40eV_GE3_01_4126.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4 MsMs 25min 40eV_GE3_01_4126
MSV000080946/raw/raw/MTBLS203/102-4 MsMs 25min 50eV_GE3_01_4127.cdf,MSV000080946/102-4 MsMs 25min 50eV_GE3_01_4127.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4 MsMs 25min 50eV_GE3_01_4127
MSV000080946/ccms_peak/peaks/102-4_MsMs_25min_20eV_GE3_01_4124.mzXML,MSV000080946/102-4_MsMs_25min_20eV_GE3_01_4124.mzXML,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4_MsMs_25min_20eV_GE3_01_4124
MSV000080946/ccms_peak/peaks/102-4_MsMs_25min_30eV_GE3_01_4125.mzXML,MSV000080946/102-4_MsMs_25min_30eV_GE3_01_4125.mzXML,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4_MsMs_25min_30eV_GE3_01_4125
MSV000080946/ccms_peak/peaks/102-4_MsMs_25min_40eV_GE3_01_4126.mzXML,MSV000080946/102-4_MsMs_25min_40eV_GE3_01_4126.mzXML,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4_MsMs_25min_40eV_GE3_01_4126
MSV000080946/ccms_peak/peaks/102-4_MsMs_25min_50eV_GE3_01_4127.mzXML,MSV000080946/102-4_MsMs_25min_50eV_GE3_01_4127.mzXML,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4_MsMs_25min_50eV_GE3_01_4127
MSV000080946/ccms_peak/peaks/102-4_Ms_25min__GE3_01_4168.mzXML,MSV000080946/102-4_Ms_25min__GE3_01_4168.mzXML,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:102-4_Ms_25min__GE3_01_4168
MSV000080946/raw/raw/MTBLS203/111-4 Ms 25min _GE4_01_4254.cdf,MSV000080946/111-4 Ms 25min _GE4_01_4254.cdf,MSV000080946,Arabidopsis thaliana,3702,No,No,No,mzspec:MSV000080946:111-4 Ms 25min _GE4_01_4254
